,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
18,01/01/2011,Completed,01/12/2011,11-00000410,Abandoned Vehicle Complaint,25Z1 (INDIANA),Chevrolet,Black,Place 7 Day Sticker,Follow on Activity was created,,1230 W WELLINGTON AVE,60657.0,1167570.46771761,1920056.11797956,32.0,19.0,6.0,27.0,41.936287145109404,-87.66008738380121,"(41.93628714510941, -87.66008738380121)",2011-01-01
19,01/01/2011,Completed,01/12/2011,11-00002799,Abandoned Vehicle Complaint,A795617,Nissan,Silver,Place 7 Day Sticker,Follow on Activity was created,28.0,3133 N OKETO AVE,60707.0,1126206.67413146,1919999.85689328,36.0,25.0,17.0,,41.93719591652278,-87.81145646178759,"(41.93719591652278, -87.81145646178759)",2011-01-01
20,01/01/2011,Completed,01/20/2011,11-00000497,Abandoned Vehicle Complaint,E173723,Chevrolet,Silver,Place 7 Day Sticker,Follow on Activity was created,7.0,1713 W SCHREIBER AVE,60626.0,1163793.38001403,1942975.95100106,40.0,24.0,1.0,,41.999047413353885,-87.67288537602718,"(41.99904741335388, -87.67288537602718)",2011-01-01
21,01/24/2011,Completed,02/16/2011,11-00112072,Abandoned Vehicle Complaint,,,,,,,4952 W POTOMAC AVE,60651.0,1143113.58588708,1908195.27041449,37.0,25.0,25.0,,41.90423157111442,-87.75056579216927,"(41.90423157111442, -87.75056579216927)",2011-01-24
22,01/01/2011,Completed,01/20/2011,11-00002860,Abandoned Vehicle Complaint,K127944,Acura,Blue,Place 7 Day Sticker,Follow on Activity was created,60.0,1651 W BALMORAL AVE,60640.0,1164343.53649204,1935926.76681264,40.0,20.0,77.0,,41.97968211097025,-87.67173934170866,"(41.979682110970245, -87.67173934170866)",2011-01-01
23,01/01/2011,Completed,01/20/2011,11-00002865,Abandoned Vehicle Complaint,H924642,Chevrolet,Green,Place 7 Day Sticker,Follow on Activity was created,10.0,5959 S MOZART ST,60629.0,1158398.54086808,1865000.6328698997,16.0,8.0,66.0,59.0,41.7846577614332,-87.69461800001926,"(41.784657761433195, -87.69461800001926)",2011-01-01
24,01/01/2011,Completed,01/27/2011,11-00001787,Abandoned Vehicle Complaint,K701379,Nissan,Maroon,Place 7 Day Sticker,Follow on Activity was created,21.0,2330 S SPRINGFIELD AVE,60623.0,1150738.8099937001,1888164.13999958,22.0,10.0,30.0,,41.84887589135283,-87.7223884772313,"(41.848875891352826, -87.72238847723132)",2011-01-01
25,01/01/2011,Completed,01/27/2011,11-00002615,Abandoned Vehicle Complaint,61635FF,Dodge,Gray,Place 7 Day Sticker,Follow on Activity was created,7.0,2922 W CHASE AVE,60645.0,1155661.42000319,1948258.03761618,50.0,24.0,2.0,,42.01392106139824,-87.7029793511823,"(42.013921061398236, -87.70297935118228)",2011-01-01
26,01/01/2011,Completed,02/14/2011,11-00002214,Abandoned Vehicle Complaint,UNKNOWN,Buick,Green,Place 7 Day Sticker,Follow on Activity was created,7.0,833 N RIDGEWAY AVE,60651.0,1151235.11402281,1905301.48987768,27.0,11.0,23.0,63.0,41.89642500002708,-87.71985886294362,"(41.89642500002708, -87.71985886294362)",2011-01-01
57,01/02/2011,Completed - Dup,01/20/2011,11-00004111,Abandoned Vehicle Complaint,DO NOT KNOW IT,Chevrolet,Green,,,14.0,6236 S KOLIN AVE,60629.0,1148443.46590994,1862894.03947969,13.0,8.0,65.0,3.0,41.77923142948398,-87.7314698409219,"(41.77923142948398, -87.7314698409219)",2011-01-02
58,01/02/2011,Completed - Dup,01/20/2011,11-00004494,Abandoned Vehicle Complaint,82198S,Ford,White,,,30.0,2451 W CUYLER AVE,60618.0,1159307.23208739,1926822.82322378,47.0,19.0,5.0,38.0,41.9548131510413,-87.69051126219169,"(41.9548131510413, -87.6905112621917)",2011-01-02
59,01/02/2011,Completed,01/05/2011,11-00003920,Abandoned Vehicle Complaint,OUT OF STATE,Volvo,White,,,,411 W ROSCOE ST,60657.0,1172688.02630066,1922714.52007772,44.0,23.0,6.0,8.0,41.94325586900259,-87.64098039940909,"(41.94325586900259, -87.64098039940909)",2011-01-02
60,01/02/2011,Completed,01/05/2011,11-00003970,Abandoned Vehicle Complaint,4625247,Chevrolet,White,,,16.0,1459 W LELAND AVE,60640.0,1165687.29761024,1931305.58740776,47.0,23.0,3.0,31.0,41.96698037388258,-87.66646330856483,"(41.96698037388258, -87.66646330856483)",2011-01-02
61,01/02/2011,Completed,01/05/2011,11-00004326,Abandoned Vehicle Complaint,6773340,Saturn,Black,,,60.0,4000 N PAULINA ST,60613.0,1164512.48987559,1926621.80312604,47.0,19.0,6.0,31.0,41.95435714517448,-87.67077258044405,"(41.95435714517448, -87.67077258044404)",2011-01-02
62,01/02/2011,Completed,01/05/2011,11-00004355,Abandoned Vehicle Complaint,BHK 5257,Pontiac,Gray,,,,1147 W BARRY AVE,60657.0,1168003.2728928998,1920732.47380584,44.0,19.0,6.0,,41.93791561442802,-87.65833437787285,"(41.93791561442802, -87.65833437787285)",2011-01-02
63,01/02/2011,Completed,01/06/2011,11-00003899,Abandoned Vehicle Complaint,J898941,Plymouth,Silver,,,14.0,2335 W 110TH PL,60643.0,1162761.75198365,1831385.2214189,19.0,22.0,75.0,20.0,41.69284453496294,-87.68027086072556,"(41.69284453496294, -87.68027086072557)",2011-01-02
64,01/02/2011,Completed,01/06/2011,11-00004348,Abandoned Vehicle Complaint,H669559,Oldsmobile,Blue,,,14.0,10045 S AVENUE L,60617.0,1201814.35211239,1839019.20828523,10.0,4.0,52.0,,41.712599611835216,-87.5363404114899,"(41.712599611835216, -87.5363404114899)",2011-01-02
65,01/02/2011,Completed,01/07/2011,11-00003688,Abandoned Vehicle Complaint,451 4234,Dodge,Multi-Color,,,,5403 S RIDGEWAY AVE,60632.0,1152291.12007305,1868521.91492069,23.0,8.0,62.0,,41.79499445765689,-87.71693366685275,"(41.79499445765689, -87.71693366685277)",2011-01-02
66,01/02/2011,Completed,01/07/2011,11-00003759,Abandoned Vehicle Complaint,K54 6936,Ford,Silver,,,,1839 S RIDGEWAY AVE,60623.0,1151657.74808027,1890823.929102,24.0,10.0,29.0,,41.855941989581865,-87.7186648116853,"(41.85594198958187, -87.7186648116853)",2011-01-02
67,01/02/2011,Completed,01/07/2011,11-00003765,Abandoned Vehicle Complaint,X444872,Pontiac,Black,,,,1401 N CAMPBELL AVE,60622.0,1159485.05377194,1909235.1951889999,26.0,14.0,24.0,,41.906737895088405,-87.68944002440098,"(41.906737895088405, -87.68944002440098)",2011-01-02
68,01/02/2011,Completed,01/07/2011,11-00004022,Abandoned Vehicle Complaint,NO INFO. SNOW IS COVERING IT,Mercedes,Black,,,60.0,843 N MOZART ST,60622.0,1157228.66989025,1905586.59343356,26.0,13.0,24.0,,41.89694050195094,-87.69783088181762,"(41.89694050195094, -87.69783088181762)",2011-01-02
69,01/02/2011,Completed,01/07/2011,11-00004084,Abandoned Vehicle Complaint,K401847,Cadillac,Maroon,,,14.0,8936 S BENNETT AVE,60617.0,1190405.36112264,1846095.95432639,8.0,4.0,48.0,,41.73226288256617,-87.57817726437197,"(41.732262882566175, -87.57817726437197)",2011-01-02
70,01/02/2011,Completed,01/07/2011,11-00004242,Abandoned Vehicle Complaint,TEMP PLATE 469M154,Nissan,Black,,,20.0,8750 S KIMBARK AVE,60619.0,1186320.88171243,1847132.40001739,8.0,4.0,48.0,,41.73535524578252,-87.59311244985531,"(41.73535524578252, -87.59311244985531)",2011-01-02
71,01/02/2011,Completed,01/07/2011,11-00004368,Abandoned Vehicle Complaint,NO PLATES,Bmw,Red,,,8.0,4928 S KILPATRICK AVE,60632.0,1145858.10440705,1871538.91127222,23.0,8.0,56.0,,41.803118265129584,-87.74073307887255,"(41.80311826512958, -87.74073307887254)",2011-01-02
72,01/02/2011,Completed,01/10/2011,11-00004073,Abandoned Vehicle Complaint,K397304,Oldsmobile,Gold,Place 7 Day Sticker,Follow on Activity was created,34.0,857 E 89TH PL,60619.0,1183518.62001489,1845817.57002511,8.0,6.0,44.0,51.0,41.73201451455472,-87.60242265748451,"(41.73201451455472, -87.60242265748451)",2011-01-02
73,01/02/2011,Completed,01/11/2011,11-00003797,Abandoned Vehicle Complaint,DE6J6G,Toyota,Silver,Place 7 Day Sticker,Follow on Activity was created,7.0,2703 N ALBANY AVE,60647.0,1155245.05837484,1917807.51197863,35.0,14.0,22.0,,41.930367083272436,-87.70478509111328,"(41.930367083272436, -87.70478509111328)",2011-01-02
74,01/02/2011,Completed,01/11/2011,11-00003812,Abandoned Vehicle Complaint,NONE,Ford,Blue,Place 7 Day Sticker,Follow on Activity was created,8.0,3932 W DICKENS AVE,60647.0,1149749.33811538,1913664.49397159,30.0,25.0,22.0,,41.919117065401565,-87.72557777032536,"(41.91911706540156, -87.72557777032536)",2011-01-02
75,01/02/2011,Completed,01/11/2011,11-00003814,Abandoned Vehicle Complaint,9620167,Chevrolet,Silver,Place 7 Day Sticker,Follow on Activity was created,30.0,1040 N ST LOUIS AVE,60651.0,1152850.91202499,1906709.37752955,27.0,11.0,23.0,,41.900347930560216,-87.71418272488633,"(41.90034793056021, -87.71418272488631)",2011-01-02
76,01/02/2011,Completed,01/11/2011,11-00003821,Abandoned Vehicle Complaint,A153976,Honda,Gray,Place 7 Day Sticker,Follow on Activity was created,14.0,1756 N KARLOV AVE,60639.0,1148776.72691362,1911372.67501609,30.0,25.0,23.0,,41.91329979916925,-87.72903021943632,"(41.91329979916925, -87.72903021943631)",2011-01-02
77,01/02/2011,Completed,01/11/2011,11-00003973,Abandoned Vehicle Complaint,UNKNOWN,Volkswagen,Silver,Place 7 Day Sticker,Follow on Activity was created,15.0,8900 S MORGAN ST,60620.0,1171202.85406688,1845838.95977756,21.0,22.0,73.0,,41.73233087222631,-87.64854034092703,"(41.732330872226306, -87.64854034092703)",2011-01-02
78,01/02/2011,Completed,01/11/2011,11-00004152,Abandoned Vehicle Complaint,H886409,Legacy Unknown,Beige,Place 7 Day Sticker,Follow on Activity was created,19.0,4800 S ST LAWRENCE AVE,60615.0,1181068.12011343,1873321.96530671,4.0,2.0,38.0,,41.807549687130276,-87.61155576312447,"(41.80754968713028, -87.61155576312447)",2011-01-02
79,01/02/2011,Completed,01/11/2011,11-00004586,Abandoned Vehicle Complaint,H946539,Jeep - Year Greater 1988,Blue,Place 7 Day Sticker,Follow on Activity was created,21.0,4635 W WAVELAND AVE,60641.0,1144753.17996618,1924189.82997999,38.0,17.0,15.0,,41.94787016441308,-87.74392286093178,"(41.947870164413075, -87.74392286093178)",2011-01-02
80,01/02/2011,Completed,01/12/2011,11-00003806,Abandoned Vehicle Complaint,H939540,Honda,Silver,Place 7 Day Sticker,Follow on Activity was created,60.0,3602 N OSAGE AVE,60634.0,1122555.86902825,1923092.13157127,36.0,16.0,17.0,,41.9453301203227,-87.82508323576496,"(41.9453301203227, -87.82508323576496)",2011-01-02
81,01/02/2011,Completed,01/12/2011,11-00003845,Abandoned Vehicle Complaint,9259045,Toyota,Gray,Place 7 Day Sticker,Follow on Activity was created,30.0,6125 W HENDERSON ST,60634.0,1134964.09741766,1921633.92977791,36.0,16.0,17.0,,41.94104054950154,-87.77977777818701,"(41.94104054950154, -87.779777778187)",2011-01-02
82,01/02/2011,Completed,01/18/2011,11-00004246,Abandoned Vehicle Complaint,K386584,Chevrolet,Silver,Place 7 Day Sticker,Follow on Activity was created,14.0,6345 S HERMITAGE AVE,60636.0,1165759.9905709,1862609.04317973,15.0,7.0,67.0,,41.778087203663794,-87.66771024244561,"(41.7780872036638, -87.6677102424456)",2011-01-02
83,01/02/2011,Completed,01/18/2011,11-00004799,Abandoned Vehicle Complaint,K707810,Buick,Gray,Place 7 Day Sticker,Follow on Activity was created,30.0,4244 W HADDON AVE,60651.0,1147872.6971811,1907328.75988145,37.0,11.0,23.0,,41.90176026420867,-87.73300319070907,"(41.90176026420867, -87.73300319070908)",2011-01-02
84,01/02/2011,Completed,01/20/2011,11-00003703,Abandoned Vehicle Complaint,NONE,General Motors Corp.,White,Place 7 Day Sticker,Follow on Activity was created,10.0,5100 N MARINE DR,60640.0,1169589.14167973,1934337.47049539,48.0,20.0,3.0,34.0,41.9753558029658,-87.65189744998881,"(41.9753558029658, -87.65189744998881)",2011-01-02
85,01/02/2011,Completed,01/24/2011,11-00004274,Abandoned Vehicle Complaint,NO PLATE,Kawasaki Motors Corp.,Silver,Place 7 Day Sticker,Follow on Activity was created,90.0,6211 N RICHMOND ST,60659.0,1155554.18728062,1941082.83031169,50.0,24.0,2.0,,41.994304529417064,-87.7030217617578,"(41.99430452941706, -87.7030217617578)",2011-01-02
86,01/02/2011,Completed,01/27/2011,11-00003680,Abandoned Vehicle Complaint,6047022,Ford,White,Place 7 Day Sticker,Follow on Activity was created,90.0,4012 N MOZART ST,60618.0,1156665.91810826,1926533.24840253,33.0,17.0,16.0,,41.95439321505319,-87.69962378497023,"(41.95439321505319, -87.69962378497023)",2011-01-02
87,01/02/2011,Completed,01/27/2011,11-00003946,Abandoned Vehicle Complaint,288VZX,Mazda,Gray,Place 7 Day Sticker,Follow on Activity was created,180.0,3852 W FILLMORE ST,60624.0,1150883.50151751,1895095.67818195,24.0,11.0,29.0,,41.8681367298932,-87.72228502240826,"(41.868136729893195, -87.72228502240826)",2011-01-02
88,01/02/2011,Completed,01/27/2011,11-00004425,Abandoned Vehicle Complaint,K107978,Chevrolet,White,Place 7 Day Sticker,Follow on Activity was created,21.0,1857 S LAWNDALE AVE,60623.0,1151993.72529321,1890696.04022249,24.0,10.0,29.0,,41.85545416285308,-87.71743086884318,"(41.85545416285308, -87.71743086884317)",2011-01-02
89,01/02/2011,Completed,01/27/2011,11-00004739,Abandoned Vehicle Complaint,8922462,Toyota,Blue,Place 7 Day Sticker,Follow on Activity was created,,1442 W JARVIS AVE,60626.0,1165313.69580581,1949150.30300064,49.0,24.0,1.0,,42.016165497387476,-87.66783102003124,"(42.016165497387476, -87.66783102003123)",2011-01-02
90,01/02/2011,Completed,02/16/2011,11-00003589,Abandoned Vehicle Complaint,K485803,Ford,Green,Place 7 Day Sticker,Follow on Activity was created,365.0,5710 N WINTHROP AVE,60660.0,1167834.43953027,1938090.77430492,48.0,20.0,77.0,26.0,41.985854697529994,-87.65823215413647,"(41.98585469753, -87.65823215413647)",2011-01-02
123,01/03/2011,Completed - Dup,01/21/2011,11-00007010,Abandoned Vehicle Complaint,2666685,Plymouth,Blue,,,,1517 W CARMEN AVE,60640.0,1165048.61412747,1933948.80318903,46.0,20.0,3.0,22.0,41.97423720282958,-87.66897753779864,"(41.97423720282958, -87.66897753779864)",2011-01-03
196,01/03/2011,Completed - Dup,01/06/2011,11-00010111,Abandoned Vehicle Complaint,7718905,General Motors Corp.,Black,,,45.0,5155 W DICKENS AVE,60639.0,1141592.43307914,1913475.79420217,37.0,25.0,19.0,,41.9185284949891,-87.75578479044461,"(41.91852849498909, -87.7557847904446)",2011-01-03
197,01/03/2011,Completed - Dup,01/10/2011,11-00006194,Abandoned Vehicle Complaint,A83 8429,Oldsmobile,Maroon,,,,1302 E 88TH PL,60619.0,1186315.10997993,1846559.03001309,8.0,4.0,48.0,,41.734190666021796,-87.59294766839237,"(41.7341906660218, -87.59294766839237)",2011-01-03
198,01/03/2011,Completed - Dup,01/10/2011,11-00011940,Abandoned Vehicle Complaint,LUVUGOD,Chevrolet,Red,,,60.0,753 E 84TH ST,60619.0,1182856.48002445,1849450.93997932,6.0,6.0,44.0,51.0,41.741992834592686,-87.60532746214996,"(41.741992834592686, -87.60532746214997)",2011-01-03
199,01/03/2011,Completed - Dup,01/10/2011,11-00011946,Abandoned Vehicle Complaint,K397590,Plymouth,Red,,,60.0,753 E 84TH ST,60619.0,1182856.48002445,1849450.93997932,6.0,6.0,44.0,51.0,41.741992834592686,-87.60532746214996,"(41.741992834592686, -87.60532746214997)",2011-01-03
200,01/03/2011,Completed - Dup,01/11/2011,11-00009903,Abandoned Vehicle Complaint,9996245,Chevrolet,Gray,,,60.0,2311 S RIDGEWAY AVE,60623.0,1151736.06742124,1888375.8069915,22.0,10.0,30.0,,41.849413172537865,-87.71844639129975,"(41.849413172537865, -87.71844639129975)",2011-01-03
201,01/03/2011,Completed - Dup,01/11/2011,11-00010579,Abandoned Vehicle Complaint,9996245,Chevrolet,Gray,,,30.0,2311 S RIDGEWAY AVE,60623.0,1151736.06742124,1888375.8069915,22.0,10.0,30.0,,41.849413172537865,-87.71844639129975,"(41.849413172537865, -87.71844639129975)",2011-01-03
202,01/03/2011,Completed - Dup,01/11/2011,11-00010900,Abandoned Vehicle Complaint,X550326,Chevrolet,Gray,,,30.0,6213 W WAVELAND AVE,60634.0,1134295.84121948,1923953.91422269,38.0,16.0,17.0,,41.947422370215065,-87.78202165508348,"(41.947422370215065, -87.78202165508348)",2011-01-03
203,01/03/2011,Completed - Dup,01/11/2011,11-00011597,Abandoned Vehicle Complaint,114M703,Chevrolet,Blue,,,,3359 N LARAMIE AVE,60641.0,1141104.41761418,1921917.19607977,38.0,16.0,15.0,,41.94230766612373,-87.75665849455338,"(41.94230766612373, -87.75665849455338)",2011-01-03
204,01/03/2011,Completed - Dup,01/20/2011,11-00010322,Abandoned Vehicle Complaint,X693903,Honda,White,,,10.0,5258 S TALMAN AVE,60632.0,1159596.62608531,1869695.24331382,14.0,9.0,63.0,,41.79749294856399,-87.69039152999491,"(41.79749294856399, -87.6903915299949)",2011-01-03
205,01/03/2011,Completed - Dup,01/20/2011,11-00011398,Abandoned Vehicle Complaint,H924642,Chevrolet,Green,,,13.0,5959 S MOZART ST,60629.0,1158398.54086808,1865000.6328698997,16.0,8.0,66.0,59.0,41.7846577614332,-87.69461800001926,"(41.784657761433195, -87.69461800001926)",2011-01-03
206,01/03/2011,Completed - Dup,01/21/2011,11-00007254,Abandoned Vehicle Complaint,2666685,Plymouth,Blue,,,,1517 W CARMEN AVE,60640.0,1165048.61412747,1933948.80318903,46.0,20.0,3.0,22.0,41.97423720282958,-87.66897753779864,"(41.97423720282958, -87.66897753779864)",2011-01-03
207,01/03/2011,Completed - Dup,01/27/2011,11-00009392,Abandoned Vehicle Complaint,K108882,Chrysler,Gray,,,,1407 N LOTUS AVE,60651.0,1139756.07998456,1908828.39769956,37.0,25.0,25.0,,41.90606243495334,-87.76192291943762,"(41.90606243495334, -87.76192291943762)",2011-01-03
208,01/03/2011,Completed - Dup,01/27/2011,11-00010911,Abandoned Vehicle Complaint,000000,Pontiac,Blue,,,45.0,4828 S KNOX AVE,60632.0,1146173.39097186,1872211.58748603,23.0,8.0,56.0,,41.8049582653673,-87.73956129280926,"(41.8049582653673, -87.73956129280927)",2011-01-03
209,01/03/2011,Completed,01/03/2011,11-00009459,Abandoned Vehicle Complaint,H792560,Toyota,Green,,,7.0,4019 W MELROSE ST,60641.0,1149029.13533398,1921307.42989248,31.0,17.0,16.0,,41.939884240184774,-87.72801547916308,"(41.93988424018477, -87.72801547916308)",2011-01-03
210,01/03/2011,Completed,01/06/2011,11-00006158,Abandoned Vehicle Complaint,8850477,Chrysler,Red,,,30.0,1330 W NEWPORT AVE,60657.0,1166816.92010273,1923028.57847712,44.0,19.0,6.0,27.0,41.944459585993705,-87.6627724652596,"(41.944459585993705, -87.6627724652596)",2011-01-03
211,01/03/2011,Completed,01/06/2011,11-00009416,Abandoned Vehicle Complaint,4624412,Mitsubishi,Silver,,,35.0,4854 N KILBOURN AVE,60630.0,1145268.28432014,1931957.98500136,39.0,17.0,14.0,,41.969573262903346,-87.74110918045136,"(41.96957326290334, -87.74110918045136)",2011-01-03
212,01/03/2011,Completed,01/06/2011,11-00009433,Abandoned Vehicle Complaint,UNKNOWN,Chevrolet,Red,,,14.0,1751 W 38TH ST,60609.0,1165214.95370537,1879510.99590812,11.0,9.0,59.0,,41.82486241176047,-87.66985403299064,"(41.82486241176047, -87.66985403299064)",2011-01-03
213,01/03/2011,Completed,01/06/2011,11-00009734,Abandoned Vehicle Complaint,3938143,Chevrolet,Red,,,90.0,4901 S KOMENSKY AVE,60632.0,1150190.92927021,1871819.42462782,14.0,8.0,57.0,39.0,41.80410437524162,-87.7245512361478,"(41.804104375241614, -87.72455123614782)",2011-01-03
214,01/03/2011,Completed,01/06/2011,11-00010565,Abandoned Vehicle Complaint,8817TG,Dodge,White,,,15.0,2657 W COYLE AVE,60645.0,1157369.54541379,1946012.86900474,50.0,24.0,2.0,,42.00749934907945,-87.69717610585467,"(42.00749934907945, -87.69717610585467)",2011-01-03
215,01/03/2011,Completed,01/06/2011,11-00010788,Abandoned Vehicle Complaint,3735737,Bmw,Gray,,,45.0,4600 S HARDING AVE,60632.0,1150796.08847844,1873844.10966679,14.0,8.0,57.0,39.0,41.809624833028224,-87.72257082062637,"(41.80962483302822, -87.72257082062637)",2011-01-03
216,01/03/2011,Completed,01/06/2011,11-00010816,Abandoned Vehicle Complaint,NO PLATES,Mitsubishi,Purple,,,30.0,3859 N SPAULDING AVE,60618.0,1153702.25399246,1925471.73958507,33.0,17.0,16.0,,41.95198138916923,-87.71026489499376,"(41.95198138916923, -87.71026489499377)",2011-01-03
217,01/03/2011,Completed,01/06/2011,11-00011296,Abandoned Vehicle Complaint,J571813,Kia Motors Corp,Black,,,45.0,5200 N CHRISTIANA AVE,60625.0,1153110.11582136,1934348.82927841,39.0,17.0,13.0,,41.97579725252243,-87.7124803661104,"(41.97579725252244, -87.7124803661104)",2011-01-03
