,Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location,date
5982,02/01/2011,Completed - Dup,03/11/2011,11-00153743,Abandoned Vehicle Complaint,X96 9918,Toyota,Gray,,,,2343 W MOFFAT ST,,1160396.49080068,1912193.52092534,1.0,14.0,22.0,33.0,41.9146209604796,-87.68652730118221,"(41.914620960479596, -87.68652730118222)",2011-02-01
5983,02/01/2011,Completed - Dup,03/11/2011,11-00156647,Abandoned Vehicle Complaint,H 25 5950   (ILLINOIS PASSENGER),Dodge,Black,,,,3135 W BELDEN AVE,60647.0,1154933.06887296,1915240.91866915,35.0,14.0,22.0,,41.923124707214924,-87.70609837354101,"(41.92312470721493, -87.70609837354102)",2011-02-01
5984,02/01/2011,Completed,02/10/2011,11-00153352,Abandoned Vehicle Complaint,,,,,,,2120 N LOCKWOOD AVE,60639.0,1140708.62410561,1913596.2401244,37.0,25.0,19.0,,41.919276672621606,-87.75860675482099,"(41.91927667262161, -87.758606754821)",2011-02-01
5985,02/01/2011,Completed,02/11/2011,11-00153498,Abandoned Vehicle Complaint,K480686,Buick,Black,Place 7 Day Sticker,Follow on Activity was created,7.0,3614 S DR MARTIN LUTHER KING JR DR,60653.0,1179451.40937292,1881077.36587488,4.0,2.0,35.0,,41.82874131005142,-87.61724510230228,"(41.82874131005142, -87.61724510230228)",2011-02-01
5986,02/01/2011,Completed,02/11/2011,11-00153777,Abandoned Vehicle Complaint,357XDX,Chevrolet,White,Place 7 Day Sticker,Follow on Activity was created,7.0,243 W 116TH ST,60628.0,1176634.7040805,1828018.29187315,34.0,5.0,53.0,,41.683311583654266,-87.62930717504355,"(41.683311583654266, -87.62930717504355)",2011-02-01
5987,02/01/2011,Completed,02/11/2011,11-00153898,Abandoned Vehicle Complaint,A519847,Honda,Maroon,Place 7 Day Sticker,Follow on Activity was created,7.0,4739 S KENWOOD AVE,60615.0,1185873.09998296,1873620.00000597,4.0,21.0,39.0,47.0,41.80845956551326,-87.59363400180223,"(41.80845956551326, -87.59363400180224)",2011-02-01
5988,02/01/2011,Completed,02/14/2011,11-00152642,Abandoned Vehicle Complaint,K74 2010,Honda,Maroon,Place 7 Day Sticker,Follow on Activity was created,,2711 W HIRSCH ST,60622.0,1158040.06231382,1909200.57761659,26.0,14.0,24.0,,41.906485762592794,-87.69492465490328,"(41.906485762592794, -87.69492465490328)",2011-02-01
5989,02/01/2011,Completed,02/14/2011,11-00153806,Abandoned Vehicle Complaint,NO TAGS,Jeep/Cherokee,Beige,Place 7 Day Sticker,Follow on Activity was created,21.0,2058 N WESTERN AVE,60647.0,1160028.15771007,1913802.46991272,1.0,14.0,22.0,33.0,41.91929370676058,-87.68761393876488,"(41.91929370676058, -87.68761393876488)",2011-02-01
5990,02/01/2011,Completed,02/14/2011,11-00156347,Abandoned Vehicle Complaint,9429707,Toyota,Blue,Place 7 Day Sticker,Follow on Activity was created,21.0,3421 N OAKLEY AVE,60618.0,1160430.65322055,1922671.13818066,32.0,19.0,5.0,,41.94378478408158,-87.68559822328643,"(41.94378478408158, -87.68559822328643)",2011-02-01
5991,02/01/2011,Completed,02/14/2011,11-00156624,Abandoned Vehicle Complaint,K787812,,Red,Place 7 Day Sticker,Follow on Activity was created,,1613 S HALSTED ST,60608.0,1171294.56793356,1892253.08027372,25.0,12.0,31.0,,41.859463023981206,-87.64654436518455,"(41.859463023981206, -87.64654436518457)",2011-02-01
5992,02/01/2011,Completed,02/15/2011,11-00152509,Abandoned Vehicle Complaint,K158945,Dodge,White,Place 7 Day Sticker,Follow on Activity was created,31.0,9259 S STATE ST,60619.0,1177921.39157347,1843589.14002832,6.0,6.0,49.0,,41.72547924453846,-87.62368745344149,"(41.72547924453846, -87.62368745344148)",2011-02-01
5993,02/01/2011,Completed,02/15/2011,11-00154269,Abandoned Vehicle Complaint,UNKNOWN,Legacy Unknown,Black,Place 7 Day Sticker,Follow on Activity was created,45.0,1621 W 37TH PL,60609.0,1166114.12779272,1879865.64997531,11.0,9.0,59.0,,41.82581470072663,-87.66640157889158,"(41.82581470072663, -87.66640157889158)",2011-02-01
5994,02/01/2011,Completed,02/15/2011,11-00155150,Abandoned Vehicle Complaint,A931708,Mercury,Black,Place 7 Day Sticker,Follow on Activity was created,7.0,7619 S EAST END AVE,60649.0,1188857.78006683,1854796.49008133,8.0,4.0,43.0,,41.7563759005859,-87.58328209042001,"(41.7563759005859, -87.58328209042001)",2011-02-01
5995,02/01/2011,Completed,02/15/2011,11-00156326,Abandoned Vehicle Complaint,NONE,Chevrolet,Gray,Place 7 Day Sticker,Follow on Activity was created,5.0,2258 N LA CROSSE AVE,60639.0,1143691.96988836,1914582.1134251,31.0,25.0,19.0,,41.92231346441682,-87.74762748159363,"(41.922313464416824, -87.74762748159363)",2011-02-01
5996,02/01/2011,Completed,02/16/2011,11-00153725,Abandoned Vehicle Complaint,UNKNOWN,Ford,Green,Place 7 Day Sticker,Follow on Activity was created,10.0,5025 S SEELEY AVE,60609.0,1163539.83501436,1871336.79076981,16.0,9.0,61.0,,41.80227317616372,-87.67560135844118,"(41.802273176163716, -87.67560135844118)",2011-02-01
5997,02/01/2011,Completed,02/16/2011,11-00153765,Abandoned Vehicle Complaint,A839094,Chevrolet,Green,Place 7 Day Sticker,Follow on Activity was created,360.0,5017 S SEELEY AVE,60609.0,1163538.33501436,1871390.49076981,16.0,9.0,61.0,,41.802499751699905,-87.6756074385977,"(41.80249975169991, -87.6756074385977)",2011-02-01
5998,02/01/2011,Completed,02/16/2011,11-00154606,Abandoned Vehicle Complaint,A916653,Chevrolet,Green,Place 7 Day Sticker,Follow on Activity was created,30.0,3308 W 60TH PL,60629.0,1155374.40118262,1864314.78000511,16.0,8.0,66.0,,41.78358487804615,-87.7061203273272,"(41.78358487804615, -87.70612032732721)",2011-02-01
5999,02/01/2011,Completed,02/16/2011,11-00154898,Abandoned Vehicle Complaint,4843759,Ford,Black,Place 7 Day Sticker,Follow on Activity was created,30.0,5815 S ROCKWELL ST,60629.0,1160033.5387813,1866008.95250831,16.0,8.0,63.0,59.0,41.787824873763725,-87.68860870378998,"(41.78782487376373, -87.68860870378998)",2011-02-01
6000,02/01/2011,Completed,02/16/2011,11-00155401,Abandoned Vehicle Complaint,UNKNOWN,Dodge,Green,Place 7 Day Sticker,Follow on Activity was created,7.0,3459 W 59TH ST,60629.0,1154256.7599805,1865277.94060346,16.0,8.0,66.0,,41.786024401014,-87.71060477743812,"(41.78602440101399, -87.71060477743812)",2011-02-01
6001,02/01/2011,Completed,02/16/2011,11-00155468,Abandoned Vehicle Complaint,E163509,Legacy Unknown,Black,Place 7 Day Sticker,Follow on Activity was created,60.0,4917 S MARSHFIELD AVE,60609.0,1166169.32118488,1872075.54923069,16.0,9.0,61.0,,41.8043850550544,-87.66593062003159,"(41.8043850550544, -87.66593062003159)",2011-02-01
6002,02/01/2011,Completed,02/17/2011,11-00152365,Abandoned Vehicle Complaint,PEY-083 (MINNESOTA),Ford,Maroon,Place 7 Day Sticker,Follow on Activity was created,,2853 W ESTES AVE,60645.0,1156095.01429048,1946955.38931008,50.0,24.0,2.0,,42.010111791535,-87.7017730923231,"(42.01011179153501, -87.7017730923231)",2011-02-01
6003,02/01/2011,Completed,02/18/2011,11-00152144,Abandoned Vehicle Complaint,AMU253,Legacy Unknown,Blue,Place 7 Day Sticker,Follow on Activity was created,7.0,5307 N LYNCH AVE,60630.0,1138458.64266602,1934844.6677996998,45.0,16.0,11.0,,41.977261990572245,-87.76610445795838,"(41.97726199057224, -87.76610445795838)",2011-02-01
6004,02/01/2011,Completed,02/18/2011,11-00155365,Abandoned Vehicle Complaint,G904354,Cadillac,Cream,Place 7 Day Sticker,Follow on Activity was created,21.0,3342 W 61ST PL,60629.0,1155166.47938082,1863647.61300267,15.0,8.0,66.0,,41.78175101069276,-87.70734682426891,"(41.78175101069276, -87.7073468242689)",2011-02-01
6005,02/01/2011,Completed,02/18/2011,11-00155922,Abandoned Vehicle Complaint,NO PLATES,Ford,White,Place 7 Day Sticker,Follow on Activity was created,,1800 W GRACE ST,60613.0,1163574.87989174,1925268.20397697,47.0,19.0,5.0,38.0,41.950681770134935,-87.67421614134167,"(41.950681770134935, -87.67421614134167)",2011-02-01
6006,02/01/2011,Completed,02/18/2011,11-00156739,Abandoned Vehicle Complaint,CBC 0822,,Burgundy,Place 7 Day Sticker,Follow on Activity was created,21.0,5829 W PETERSON AVE,60646.0,1136245.4000018998,1939515.32988983,45.0,16.0,11.0,,41.99009115976724,-87.77416695359129,"(41.99009115976724, -87.77416695359129)",2011-02-01
6007,02/01/2011,Completed,02/18/2011,11-00157075,Abandoned Vehicle Complaint,UNKNOWN,Jeep/Cherokee,Blue,Place 7 Day Sticker,Follow on Activity was created,14.0,5843 N ELSTON AVE,60646.0,1136471.71028171,1938587.16049939,45.0,16.0,11.0,,41.987726550347325,-87.77330905701582,"(41.987726550347325, -87.77330905701581)",2011-02-01
6008,02/01/2011,Completed,02/18/2011,11-00157622,Abandoned Vehicle Complaint,K409932,Ford,Black,Place 7 Day Sticker,Follow on Activity was created,20.0,9219 S WOODLAWN AVE,60619.0,1185818.55189286,1844091.81201467,8.0,4.0,47.0,,41.72707268292285,-87.59475608820074,"(41.727072682922845, -87.59475608820075)",2011-02-01
6009,02/01/2011,Completed,02/22/2011,11-00153309,Abandoned Vehicle Complaint,NO PLATES,Chevrolet,Gray,Place 7 Day Sticker,Follow on Activity was created,60.0,12204 S WALLACE ST,60628.0,1174513.51841067,1823959.59739157,34.0,5.0,53.0,,41.67220111947059,-87.63705823096326,"(41.67220111947059, -87.63705823096326)",2011-02-01
6010,02/01/2011,Completed,02/22/2011,11-00153310,Abandoned Vehicle Complaint,NO PLATE,Chevrolet,Black,Place 7 Day Sticker,Follow on Activity was created,90.0,12202 S WALLACE ST,60628.0,1174513.01841067,1823972.99739157,34.0,5.0,53.0,,41.67225740036304,-87.63706009568844,"(41.672257400363044, -87.63706009568844)",2011-02-01
6011,02/01/2011,Completed,02/22/2011,11-00153604,Abandoned Vehicle Complaint,802LKX,Toyota,White,Place 7 Day Sticker,Follow on Activity was created,7.0,5510 N CHRISTIANA AVE,60625.0,1153057.97552214,1936421.53417332,40.0,17.0,13.0,,41.981580414778016,-87.71261988426222,"(41.981580414778016, -87.71261988426222)",2011-02-01
6012,02/01/2011,Completed,02/22/2011,11-00153804,Abandoned Vehicle Complaint,X406972,Chevrolet,Silver,Place 7 Day Sticker,Follow on Activity was created,7.0,3604 S DR MARTIN LUTHER KING JR DR,60653.0,1179449.80937292,1881141.16587488,4.0,2.0,35.0,,41.829010142730986,-87.6172512371426,"(41.829010142730986, -87.61725123714261)",2011-02-01
6013,02/01/2011,Completed,02/22/2011,11-00153858,Abandoned Vehicle Complaint,1262889,Honda,Green,Place 7 Day Sticker,Follow on Activity was created,7.0,3558 S DR MARTIN LUTHER KING JR DR,60653.0,1179446.89168354,1881329.20977187,4.0,2.0,35.0,,41.82950904885249,-87.6172626227118,"(41.82950904885249, -87.61726262271182)",2011-02-01
6014,02/01/2011,Completed,02/22/2011,11-00155010,Abandoned Vehicle Complaint,A822295,Volkswagen,Red,Place 7 Day Sticker,Follow on Activity was created,7.0,3502 S HERMITAGE AVE,60609.0,1165255.52799172,1881495.9001308999,11.0,9.0,59.0,,41.83030952458925,-87.66931996621582,"(41.83030952458924, -87.66931996621581)",2011-02-01
6015,02/01/2011,Completed,02/22/2011,11-00155038,Abandoned Vehicle Complaint,K371486,Nissan,Gold,Place 7 Day Sticker,Follow on Activity was created,7.0,3644 S DR MARTIN LUTHER KING JR DR,60653.0,1179456.00937292,1880886.16587488,4.0,2.0,35.0,,41.82793493413924,-87.61722806329611,"(41.82793493413924, -87.61722806329611)",2011-02-01
6016,02/01/2011,Completed,02/22/2011,11-00155052,Abandoned Vehicle Complaint,9383290,Cadillac,Maroon,Place 7 Day Sticker,Follow on Activity was created,7.0,4424 N SPAULDING AVE,60625.0,1153590.4414186,1929212.81129399,33.0,17.0,14.0,60.0,41.961926920472884,-87.71086262275875,"(41.961926920472884, -87.71086262275875)",2011-02-01
6017,02/01/2011,Completed,02/22/2011,11-00155100,Abandoned Vehicle Complaint,H175172,Lexus,Gray,Place 7 Day Sticker,Follow on Activity was created,7.0,12237 S YALE AVE,60628.0,1176818.57891323,1823788.35291482,9.0,5.0,53.0,,41.67138725904988,-87.62832614320105,"(41.67138725904988, -87.62832614320105)",2011-02-01
6018,02/01/2011,Completed,02/22/2011,11-00155166,Abandoned Vehicle Complaint,A162038,Chevrolet,Silver,Place 7 Day Sticker,Follow on Activity was created,7.0,4951 N TROY ST,60625.0,1154481.79969657,1932724.13322957,33.0,17.0,14.0,,41.97178723645885,-87.7072040412084,"(41.97178723645885, -87.7072040412084)",2011-02-01
6019,02/01/2011,Completed,02/22/2011,11-00155255,Abandoned Vehicle Complaint,UNKNOWN,Audi,Gray,Place 7 Day Sticker,Follow on Activity was created,8.0,8044 S SACRAMENTO AVE,60652.0,1157776.64442979,1851127.93233273,18.0,8.0,70.0,,41.746715103772715,-87.6975712617807,"(41.74671510377272, -87.69757126178071)",2011-02-01
6020,02/01/2011,Completed,02/24/2011,11-00152099,Abandoned Vehicle Complaint,ADOU5C,Bmw,Blue,Place 7 Day Sticker,Follow on Activity was created,7.0,2058 N ALBANY AVE,60647.0,1155190.95321233,1913513.00122614,35.0,14.0,22.0,,41.91909759875656,-87.70540972552179,"(41.91909759875656, -87.70540972552179)",2011-02-01
6021,02/01/2011,Completed,03/02/2011,11-00153296,Abandoned Vehicle Complaint,,,,,,,6433 S HAMLIN AVE,60629.0,1152149.68980791,1861559.23691278,13.0,8.0,65.0,,41.77595127464965,-87.71763808367193,"(41.77595127464965, -87.71763808367193)",2011-02-01
6022,02/01/2011,Completed,03/02/2011,11-00155880,Abandoned Vehicle Complaint,K747482,Ford,White,Place 7 Day Sticker,Follow on Activity was created,40.0,2620 S KILDARE AVE,60623.0,1148143.35996621,1886237.62002251,22.0,10.0,30.0,25.0,41.843486556847246,-87.73197717921698,"(41.84348655684724, -87.73197717921698)",2011-02-01
6023,02/01/2011,Completed,03/02/2011,11-00155918,Abandoned Vehicle Complaint,H422197,Dodge,Gold,Place 7 Day Sticker,Follow on Activity was created,30.0,2637 S TROY ST,60623.0,1155785.57763145,1886318.40339711,12.0,10.0,30.0,25.0,41.84342718250021,-87.70363321529473,"(41.84342718250021, -87.70363321529472)",2011-02-01
6024,02/01/2011,Completed,03/03/2011,11-00153302,Abandoned Vehicle Complaint,,,,,,,4106 W ROOSEVELT RD,60624.0,1149167.38767703,1894390.58100265,24.0,11.0,29.0,,41.86624245311464,-87.7279169823769,"(41.86624245311464, -87.72791698237691)",2011-02-01
6025,02/01/2011,Completed,03/03/2011,11-00155326,Abandoned Vehicle Complaint,G235712,Toyota,Red,Place 7 Day Sticker,Follow on Activity was created,30.0,1949 N HUMBOLDT BLVD,60647.0,1156062.10679559,1912803.90978247,35.0,14.0,22.0,,41.91707339369025,-87.70193043997543,"(41.91707339369025, -87.70193043997543)",2011-02-01
6026,02/01/2011,Completed,03/11/2011,11-00153280,Abandoned Vehicle Complaint,G270480,General Motors Corp.,Brown,Place 7 Day Sticker,Follow on Activity was created,7.0,2424 W COYLE AVE,60645.0,1158899.02451605,1946063.7301038003,50.0,24.0,2.0,,42.00783716884073,-87.6911606689602,"(42.007837168840744, -87.69116066896018)",2011-02-01
6027,02/01/2011,Completed,03/11/2011,11-00153292,Abandoned Vehicle Complaint,,,,,,,5711 W 55TH ST,60638.0,1139224.37668551,1867556.7847086003,23.0,8.0,56.0,,41.79257164740343,-87.76512226970951,"(41.79257164740343, -87.76512226970952)",2011-02-01
6028,02/01/2011,Completed,03/11/2011,11-00154075,Abandoned Vehicle Complaint,L227729,Mazda,Red,Place 7 Day Sticker,Follow on Activity was created,21.0,4957 N KOLMAR AVE,60630.0,1144430.89949036,1932535.16932736,39.0,17.0,14.0,,41.97085693465849,-87.74414970166642,"(41.970856934658485, -87.74414970166642)",2011-02-01
6029,02/01/2011,Completed,03/11/2011,11-00155138,Abandoned Vehicle Complaint,4660487,Dodge,Blue,Place 7 Day Sticker,Follow on Activity was created,14.0,2199 N ALBANY AVE,60647.0,1155164.3401934,1914310.37579456,35.0,14.0,22.0,,41.92060869098193,-87.7051698857838,"(41.92060869098193, -87.70516988578379)",2011-02-01
6030,02/01/2011,Completed,03/11/2011,11-00156313,Abandoned Vehicle Complaint,X694215,Ford,Gray,Place 7 Day Sticker,Follow on Activity was created,20.0,4707 N KEWANEE AVE,60630.0,1147584.62268154,1930656.5829816002,39.0,17.0,14.0,,41.96569902539969,-87.73252467559998,"(41.96569902539969, -87.73252467559999)",2011-02-01
6031,02/01/2011,Completed,03/11/2011,11-00156348,Abandoned Vehicle Complaint,874NCE,(Unlisted Manufacturer),Black,Place 7 Day Sticker,Follow on Activity was created,21.0,12120 S ADA ST,60643.0,1169527.76748028,1824233.63001828,34.0,5.0,53.0,,41.673273246747954,-87.65530572511112,"(41.67327324674795, -87.65530572511112)",2011-02-01
6032,02/01/2011,Completed,03/11/2011,11-00157033,Abandoned Vehicle Complaint,H723949,Cadillac,White,Place 7 Day Sticker,Follow on Activity was created,7.0,7719 S CREGIER AVE,60649.0,1189542.76460558,1854149.94632256,8.0,4.0,43.0,,41.75458552393354,-87.58079246822052,"(41.75458552393354, -87.58079246822051)",2011-02-01
6033,02/01/2011,Completed,03/15/2011,11-00152561,Abandoned Vehicle Complaint,UNKNOWN,Chevrolet,Maroon,Place 7 Day Sticker,Follow on Activity was created,35.0,4035 S PRAIRIE AVE,60653.0,1178705.68178655,1878309.77027738,3.0,2.0,38.0,,41.82097279488221,-87.61976734311533,"(41.82097279488221, -87.61976734311533)",2011-02-01
6034,02/01/2011,Completed,03/15/2011,11-00155376,Abandoned Vehicle Complaint,8505800,Ford,Green,Place 7 Day Sticker,Follow on Activity was created,4.0,12206 S PRINCETON AVE,60628.0,1176484.28232528,1823988.11253402,34.0,5.0,53.0,,41.67221675911895,-87.62984401611692,"(41.672216759118946, -87.62984401611692)",2011-02-01
6035,02/01/2011,Completed,03/23/2011,11-00153297,Abandoned Vehicle Complaint,,,,,,,5506 S LOOMIS BLVD,60636.0,1167938.03237269,1868114.2258209,16.0,7.0,67.0,,41.793478331077814,-87.65986014451795,"(41.79347833107781, -87.65986014451795)",2011-02-01
6036,02/01/2011,Completed,03/29/2011,11-00153350,Abandoned Vehicle Complaint,,,,,,,400 E LOWER WACKER DR,60601.0,1179182.06297533,1902386.82172984,42.0,1.0,32.0,,41.88755113170046,-87.61735600828747,"(41.88755113170046, -87.61735600828747)",2011-02-01
6037,02/01/2011,Completed,03/29/2011,11-00153885,Abandoned Vehicle Complaint,G612492,Buick,Maroon,Place 7 Day Sticker,Follow on Activity was created,7.0,2554 S KILDARE AVE,60623.0,1148353.3146142,1886602.20578755,22.0,10.0,30.0,25.0,41.84433322042914,-87.7311944010309,"(41.84433322042914, -87.7311944010309)",2011-02-01
6038,02/01/2011,Completed,04/15/2011,11-00153298,Abandoned Vehicle Complaint,,,,,,,6435 S HAMLIN AVE,60629.0,1152149.98980791,1861549.33691278,13.0,8.0,65.0,,41.775888516903116,-87.71763678495978,"(41.775888516903116, -87.71763678495978)",2011-02-01
6039,02/01/2011,Completed,05/05/2011,11-00153295,Abandoned Vehicle Complaint,,,,FVI - Outcome,Vehicle was moved from original address requested,,427 W 62ND ST,60621.0,,,20.0,7.0,68.0,,41.78164590011613,-87.63619494238148,"(41.781645900116125, -87.63619494238147)",2011-02-01
6192,02/02/2011,Completed - Dup,02/17/2011,11-00160821,Abandoned Vehicle Complaint,PEY-083 (MINNESOTA),Ford,Unknown,,,,2853 W ESTES AVE,60645.0,1156095.01429048,1946955.38931008,50.0,24.0,2.0,,42.010111791535,-87.7017730923231,"(42.01011179153501, -87.7017730923231)",2011-02-02
6193,02/02/2011,Completed,02/14/2011,11-00162911,Abandoned Vehicle Complaint,UNKNOW,,Burgundy,Place 7 Day Sticker,Follow on Activity was created,,3117 N WASHTENAW AVE,60618.0,1157853.16551358,1920748.85892743,1.0,14.0,21.0,,41.93831140382963,-87.69511762268681,"(41.93831140382963, -87.69511762268682)",2011-02-02
6194,02/02/2011,Completed,02/15/2011,11-00161346,Abandoned Vehicle Complaint,M160318,(Unlisted Make),White,Place 7 Day Sticker,Follow on Activity was created,,2742 W 16TH ST,60608.0,1158238.76002788,1891942.80998343,28.0,10.0,29.0,,41.859339940936216,-87.6949455416028,"(41.859339940936216, -87.6949455416028)",2011-02-02
6195,02/02/2011,Completed,02/15/2011,11-00163115,Abandoned Vehicle Complaint,UNKNOWN-LOCATED IN MIDDLE OF THE STREET BURIED UNDER SNOW,Buick,White,Place 7 Day Sticker,Follow on Activity was created,,6700 S CRANDON AVE,60649.0,1192472.93008207,1860986.32769604,5.0,3.0,43.0,,41.77342765473798,-87.57012670994055,"(41.77342765473798, -87.57012670994054)",2011-02-02
6196,02/02/2011,Completed,02/16/2011,11-00162139,Abandoned Vehicle Complaint,DON'T KNOW,Pontiac,Black,Place 7 Day Sticker,Follow on Activity was created,,7906 S SAGINAW AVE,60617.0,1195221.65990563,1853059.1647018997,7.0,4.0,46.0,49.0,41.75155077917466,-87.56031309398058,"(41.75155077917466, -87.56031309398058)",2011-02-02
6197,02/02/2011,Completed,02/17/2011,11-00160891,Abandoned Vehicle Complaint,X969769?,Kia Motors Corp,Black,Place 7 Day Sticker,Follow on Activity was created,,7330 N DAMEN AVE,60645.0,1161661.2099821002,1948699.74002896,49.0,24.0,1.0,,42.01494798994921,-87.68063306473313,"(42.01494798994922, -87.68063306473313)",2011-02-02
6198,02/02/2011,Completed,02/17/2011,11-00161964,Abandoned Vehicle Complaint,H852851,Honda,Black,Place 7 Day Sticker,Follow on Activity was created,,6739 N HERMITAGE AVE,60626.0,1163452.70571814,1944918.97991209,49.0,24.0,1.0,24.0,42.0046757575324,-87.67385765565369,"(42.0046757575324, -87.67385765565369)",2011-02-02
6199,02/02/2011,Completed,02/22/2011,11-00159833,Abandoned Vehicle Complaint,L212292,Buick,Beige,Place 7 Day Sticker,Follow on Activity was created,,6340 W CORNELIA AVE,60634.0,1133488.51386898,1922605.0415963002,36.0,16.0,17.0,,41.943952095516266,-87.78534853508066,"(41.943952095516266, -87.78534853508066)",2011-02-02
6200,02/02/2011,Completed,02/22/2011,11-00161116,Abandoned Vehicle Complaint,,,White,Place 7 Day Sticker,Follow on Activity was created,,6915 S ROCKWELL ST,60629.0,1160237.22740792,1858594.96951698,18.0,8.0,66.0,14.0,41.767616420530636,-87.68806964331995,"(41.76761642053064, -87.68806964331995)",2011-02-02
6201,02/02/2011,Completed,02/22/2011,11-00161774,Abandoned Vehicle Complaint,NONE,Mercedes,Black,Place 7 Day Sticker,Follow on Activity was created,1.0,7946 S CALIFORNIA AVE,60652.0,1159091.62987148,1851797.65210322,18.0,8.0,70.0,,41.74853761309127,-87.69273552662054,"(41.74853761309127, -87.69273552662055)",2011-02-02
6202,02/02/2011,Completed,02/23/2011,11-00160379,Abandoned Vehicle Complaint,UNKNOWN,,Tan,Place 7 Day Sticker,Follow on Activity was created,1.0,6320 W GRACE ST,60634.0,1133561.19289105,1924599.53591667,38.0,16.0,17.0,,41.94942366350063,-87.78484189910421,"(41.949423663500625, -87.78484189910422)",2011-02-02
6203,02/02/2011,Completed,02/23/2011,11-00160404,Abandoned Vehicle Complaint,,,,Place 7 Day Sticker,Follow on Activity was created,,6500 W DAKIN ST,60634.0,1132322.26220124,1925446.00912694,38.0,16.0,17.0,,41.95177003077699,-87.78908547425823,"(41.95177003077699, -87.78908547425823)",2011-02-02
6204,02/02/2011,Completed,02/23/2011,11-00160820,Abandoned Vehicle Complaint,K77 3845,Toyota,Blue,Place 7 Day Sticker,Follow on Activity was created,,5401 W CULLOM AVE,60641.0,1139569.97007502,1928063.31161589,38.0,16.0,15.0,,41.95860527682093,-87.76237741553578,"(41.95860527682094, -87.76237741553578)",2011-02-02
